ACCOUNT,RN,COMPANY,SITE,COUNTY,REGION,SIC,SIC DESCRIPTION,REPORTING YEAR,CO TPY,NOX TPY,Pb TPY,PM10 TPY,PM2.5 TPY,SO2 TPY,VOC TPY
ED0319S,RN100552447,QUALICO STEEL CO INC,STRUCTURAL STEEL MFG,ELLIS,4,3441,FABRICATED STRUCTURAL METAL,2020,0,0,0,0.0001,0.0001,0,10.4354
ED0332D,RN102596400,MIDLOTHIAN ENERGY LLC,MIDLOTHIAN ENERGY FACILITY,ELLIS,4,4911,ELECTRIC SERVICES,2020,726.4997,232.8111,0,101.4478,101.4478,9.0638,14.0207
ED0347N,RN100212430,ENNIS POWER COMPANY LLC,ENNIS ELECTRIC GENERATION PLANT,ELLIS,4,4911,ELECTRIC SERVICES,2020,63.1648,93.365,0,21.9599,21.9599,2.105,15.4974
EDA001A,RN102903432,ENERGY TRANSFER FUEL LP,MAYPEARL COMPRESSOR STATION,ELLIS,4,4922,NATURAL GAS TRANSMISSION,2020,5.5136,10.9046,0,1.1833,1.1833,0.0695,5.7701
EDA005E,RN100574078,SOUTHERN FRAC LLC,SOUTHERN FRAC,ELLIS,4,2842,"SPECIALTY CLEANING, POLISHES AND SANITATION GOODS",2020,0,0,0,0.0687,0,0,4.9852
EDA006F,RN105235576,BARNETT GATHERING LLC,VENUS COMPRESOR STATION,ELLIS,4,1311,CRUDE PETROLEUM & NATURAL GAS,2020,6.2249,2.7943,0,0.5618,0.5618,0.0203,5.8726
EDA007G,RN106387392,TRIUMPH AEROSTRUCTURES LLC,TRIUMPH AEROSTRUCTURES RED OAK FACILITY,ELLIS,4,3728,AIRCRAFT PARTS & EQUIPMENT NEC,2020,1.9899,2.369,0,0.1799,0.1799,0.0141,5.0209
EDA009I,RN101467447,CABINET SPECIALISTS LLC,WAXAHACHIE FACILITY,ELLIS,4,2434,WOOD KITCHEN CABINETS,2020,0,0,0,0.0478,0.0478,0,17.6376
EDA010J,RN110738523,BOMBARDIER US AEROSTRUCTURES LLC,RED OAK FACILITY,ELLIS,4,3721,AIRCRAFT,2020,0.0528,0.0629,0,0.0048,0.0048,0.0004,10.8027
EDA011K,RN110495884,SHARKA LLC,SHARKA,ELLIS,4,7374,DATA PROCESSING AND DATA PREPARATION SERVICES,2020,0.3529,1.058,0,0.1109,0.0357,0.0035,0.0805
EE0011P,RN100213941,VINTON STEEL LLC,VINTON STEEL,EL PASO,6,3312,BLAST FURNACES AND STEEL MILLS,2020,898.036,158.71,0.049,13.8187,11.0247,8.888,22.399
EE0015H,RN100213016,WESTERN REFINING COMPANY LCC,MARATHON EL PASO REFINERY,EL PASO,6,2911,PETROLEUM REFINING,2020,100.4605,356.7032,0.0029,74.5766,41.9209,57.2384,479.1797
EE0024G,RN100210095,US DEPT OF THE ARMY,FT BLISS ARMY INSTALLATION,EL PASO,6,9711,NATIONAL SECURITY,2020,34.528,45.112,0,7.4336,4.7814,0.3068,35.8683
EE0029T,RN100211309,EL PASO ELECTRIC COMPANY,NEWMAN STATION,EL PASO,6,4911,ELECTRIC SERVICES,2020,235.8111,1452.5707,0,68.0457,63.2456,8.8714,117.3437
EE0057O,RN101049195,HOLLY ENERGY PARTNERS-OPERATING LP,EL PASO TERMINAL,EL PASO,6,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0,0,0,0,0,0,34.5337
EE0067L,RN100226000,PHELPS DODGE REFINING CORPORATION,PHELPS DODGE EL PASO OPERATIONS,EL PASO,6,3331,PRIMARY COPPER,2020,131.9101,51.563,0.0037,27.7893,21.3329,36.3948,2.8568
EE0091O,RN100930965,W SILVER INC,W SILVER,EL PASO,6,3312,BLAST FURNACES AND STEEL MILLS,2020,8.1759,9.7332,0,0.8672,0.5547,0.0584,5.1617
EE0157J,RN100215490,EL PASO ELECTRIC COMPANY,COPPER STATION POWER PLANT,EL PASO,6,4911,ELECTRIC SERVICES,2020,45.0523,99.155,0,2.2194,2.2194,0.2018,0.861
EE0289O,RN101058915,EL PASO NATURAL GAS COMPANY LLC,EL PASO COMPRESSOR STATION,EL PASO,6,4922,NATURAL GAS TRANSMISSION,2020,41.1716,310.6767,0,5.2759,5.2759,2.7179,6.2837
EE0444D,RN100217710,TONY LAMA COMPANY,TONY LAMA,EL PASO,6,3149,"FOOTWEAR, EXCEPT RUBBER, NEC",2020,0.0002,0.0003,0,0.054,0,0,6.5897
EE1339R,RN102285871,NUSTAR LOGISTICS LP,EL PASO TERMINAL BULK GASOLINE,EL PASO,6,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,1.59,7.95,0,0.02,0.02,0,25.7561
EE1471Q,RN100542976,DAL-TILE CORPORATION,CERAMIC TILE MFG EL PASO,EL PASO,6,5032,"BRICK, STONE, RELATED MATERIALS",2020,19.87,22.19,0,55.76,19.51,1.45,4.12
EE2005T,RN102707718,MAGELLAN PIPELINE TERMINALS LP,EL PASO TERMINAL,EL PASO,6,4613,REFINED PETROLEUM PIPELINES,2020,3.9429,5.0189,0,0.1919,0.0644,0.0842,52.0438
EE2261W,RN102195153,CAREFUSION LLC,CAREFUSION,EL PASO,6,2833,MEDICINALS AND BOTANICALS,2020,0,0,0,0,0,0,13.3616
EE2271T,RN102316981,AIR SYSTEM COMPONENTS LP,EL PASO DIVISION,EL PASO,6,3444,SHEET METAL WORK,2020,0.425,0.505,0,0.0393,0.0393,0.003,7.148
EEA009I,RN104477161,VEOLIA NORTH AMERICA REGENERATION SERVICES LLC,VEOLIA BORDERLAND PLANT,EL PASO,6,2819,INDUSTRIAL INORGANIC CHEMICALS,2020,0.3399,15.448,0,1.1495,0.739,52.1311,0.7897
EEA014N,RN106392624,EL PASO ELECTRIC COMPANY,MONTANA POWER STATION,EL PASO,6,4911,ELECTRIC SERVICES,2020,18.1985,48.2943,0,28.9406,28.7226,2.6392,13.9807
EF0006U,RN100212026,FIBERGRATE COMPOSITE STRUCTURES INC,FIBERGRATE COMPOSITE STRUCTURES,ERATH,4,3089,"PLASTICS PRODUCTS, NEC",2020,0.294,0.35,0,1.2352,0.0267,0.0021,23.5474
EF0025Q,RN100226885,COLT G & P NORTH TEXAS LP,HUCKABAY GAS PLANT,ERATH,4,1321,NATURAL GAS LIQUIDS,2020,6.9854,18.3906,0,0.8263,0.8263,0.0128,8.3528
FBA001A,RN105588180,ETC TEXAS PIPELINE LTD,BAILEY COMPRESSOR STATION,FANNIN,4,4922,NATURAL GAS TRANSMISSION,2020,0.2823,0.9861,0,0.0654,0.0654,0.0037,0.7945
FC0018G,RN100226844,LOWER COLORADO RIVER AUTHORITY,FAYETTE POWER PROJECT,FAYETTE,11,4911,ELECTRIC SERVICES,2020,6029.6393,5677.6821,0.1128,716.075,694.0921,913.9466,30.0466
FC0033K,RN100213776,DCP OPERATING COMPANY LP,GIDDINGS GAS PLANT,FAYETTE,11,1321,NATURAL GAS LIQUIDS,2020,160.357,290.9023,0,7.5545,7.5545,0.4363,93.3953
FC0051I,RN100215136,ETC TEXAS PIPELINE LTD,LAGRANGE PLANT,FAYETTE,11,1321,NATURAL GAS LIQUIDS,2020,71.9668,278.925,0,7.3171,7.3171,52.2214,29.696
FCA001A,RN105377352,LOWER COLORADO RIVER AUTHORITY,WINCHESTER POWER PARK,FAYETTE,11,4911,ELECTRIC SERVICES,2020,4.8726,2.3235,0,0.993,0.913,0.0843,1.1311
FD0003I,RN100228733,ETC TEXAS PIPELINE LTD,HAMLIN GAS PLANT,FISHER,3,1321,NATURAL GAS LIQUIDS,2020,15.5259,100.3601,0,2.1211,2.1211,15.2617,23.6241
FE0016L,RN102507787,FLOYDADA COOPERATIVE GINS INC,FLOYDADA COOPERATIVE GINS,FLOYD,2,724,COTTON GINNING,2020,1.94,2.31,0,18.5,1.33,0.01,0.13
FG0003V,RN100222777,ARCHER DANIELS MIDLAND COMPANY,RICHMOND FACILITY,FORT BEND,12,2074,COTTONSEED OIL MILLS,2020,0.39,3.93,0,74.7521,16.2705,0.02,54.1
FG0020V,RN100888312,NRG TEXAS POWER LLC,WA PARISH ELECTRIC GENERATING STATION,FORT BEND,12,4911,ELECTRIC SERVICES,2020,2976.5223,3984.989,0.0373,1104.3087,1021.2812,23865.794,108.905
FG0025L,RN102895745,CHAMPIONX LLC,SUGAR LAND PLANT,FORT BEND,12,2899,"CHEMICAL PREPARATIONS, NEC",2020,7.4893,5.843,0,6.0626,6.0619,0.0433,8.7981
FG0042L,RN100219393,NOURYON SURFACE CHEMISTRY LLC,HOUSTON PLANT,FORT BEND,12,2843,SURFACE ACTIVE AGENTS,2020,7.9414,3.1059,0,8.7308,0.7374,0.1861,15.4606
FG0052I,RN100219229,FRITO LAY INC,ROSENBERG PLANT,FORT BEND,12,2096,"POTATO, CORN CHIPS, SIMILAR SNACK",2020,8.0447,19.9566,0,11.8089,9.1702,0.1068,2.4344
FG0053G,RN101618882,NALCO PRODUCTION LLC,FRESNO FACILITY,FORT BEND,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,1.5772,1.0792,0,0.1996,0.1555,0.0182,2.3517
FG0082W,RN100218072,CROWN CORK & SEAL USA INC,SUGARLAND CROWN CORK & SEAL USA,FORT BEND,12,3411,METAL CANS,2020,4.3976,5.2358,0,0.5903,0.5903,0.0426,82.0239
FG0116H,RN101864924,HUDSON PRODUCTS CORPORATION,BEASLEY PLANT,FORT BEND,12,3443,FABRICATED PLATE WORK (BOILER SHOPS),2020,0.8295,1.0736,0,8.1769,5.2026,0.0092,40.1254
FG0266K,RN102543816,ENSTOR KATY STORAGE AND TRANSPORTATION LP,KATY HUB AND STORAGE,FORT BEND,12,4922,NATURAL GAS TRANSMISSION,2020,4.7366,16.4047,0,0.6278,0.6278,0.378,14.037
FG0466A,RN102383007,PITTSBURGH CORNING LLC,PITTSBURGH CORNING,FORT BEND,12,3299,NONMETALLIC MINERAL PRODUCTS,2020,62.5533,0.6562,0,1.546,0.3477,0.1576,1.564
FG0536E,RN102610102,BLUE RIDGE LANDFILL TX LP,BLUE RIDGE LANDFILL,FORT BEND,12,4953,REFUSE SYSTEMS,2020,7.26,2.14,0,37.299,20.448,4.866,28.565
FG0595L,RN100216092,JACK A FUSCO ENERGY CENTER LLC,JACK A FUSCO ENERGY CENTER,FORT BEND,12,4911,ELECTRIC SERVICES,2020,143.6181,154.9311,0,69.08,67.5084,7.4734,20.6362
FG0623I,RN100911429,ORO RESOURCES LLC,GEORGE RANCH TANK BATTERY,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.3669,1.0421,,0.0469,0.0469,0.0036,10.1366
FGA001A,RN102803913,FORT BEND REGIONAL LANDFILL LP,FORT BEND REGIONAL LANDFILL,FORT BEND,12,4953,REFUSE SYSTEMS,2020,6.174,3.07,0,19.51,10.11,1.83,25.479
FGA014N,RN105564538,HAMMAN OIL & REFINING CO,TW DAVIS BATTERY 1,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.2323,0.2765,0,0.021,0.021,0.0017,6.8352
FGA015O,RN105564785,HAMMAN OIL & REFINING CO,TW DAVIS BATTERY 3,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.4786,0.5698,0,0.0434,0.0434,0.0034,11.8929
FGA023W,RN106208630,HILCORP ENERGY COMPANY,FOSTER FARMS FACILITY,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.5411,0.6441,0,0.0489,0.0489,0.0039,7.1596
FGA026Z,RN106152879,HILCORP ENERGY COMPANY,COOLEY GALLIA GU FACILITY,FORT BEND,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,2.043,1.0289,0,0.1848,0.1848,0.0146,20.5066
FI0023Q,RN100836410,WEST TEXAS GULF PIPELINE CO,WORTHAM STATION,FREESTONE,9,4612,CRUDE PETROLEUM PIPE LINES,2020,0,0,0,0,0,0,26.8736
FI0028G,RN100222819,MIDCOAST G & P EAST TEXAS LP,AKER PLANT,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,32.9674,35.5089,0,4.4781,4.1623,0.0395,6.4738
FI0082A,RN100224914,MIDCOAST G & P EAST TEXAS LP,PLUM CREEK TREATING FACILITY,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0,0,0,0,0,0,0
FI0094Q,RN101698140,MIDCOAST G & P EAST TEXAS LP,STREETMAN COMPRESSOR STATION,FREESTONE,9,4922,NATURAL GAS TRANSMISSION,2020,5.8306,36.8517,0,0.9931,0.7115,0.016,3.6309
FI0129W,RN102333853,FREESTONE POWER GENERATION LP,FREESTONE ENERGY CENTER,FREESTONE,9,4911,ELECTRIC SERVICES,2020,161.2757,716.067,0,73.5716,70.3985,14.6137,10.6398
FI0144D,RN102497591,LEGACY RESERVES OPERATING LP,DOWDY RANCH CENTRAL GATHERING FACILITY,FREESTONE,9,1311,CRUDE PETROLEUM & NATURAL GAS,2020,8.275,50.383,0,0.026,0.026,0.152,8.9687
FIA002B,RN104957600,ENERGY TRANSFER FUEL LP,REED COMPRESSOR STATION,FREESTONE,9,4922,NATURAL GAS TRANSMISSION,2020,16.177,45.9311,0,2.8224,2.8224,0.1662,34.7996
FJ0012P,RN100217488,SOUTH TEXAS ELECTRIC COOPERATIVE  INC,PEARSALL POWER PLANT,FRIO,13,4911,ELECTRIC SERVICES,2020,2.0492,15.5525,0,33.1535,33.1534,0.5805,8.9497
FJA003C,RN106040488,FRIO LASALLE PIPELINE LP,LANCASTER RANCH COMPRESSOR STATION AND TREATING,FRIO,13,1311,CRUDE PETROLEUM & NATURAL GAS,2020,57.5314,67.225,0,3.2656,3.2637,1.2204,50.1624
GA0038F,RN102774205,OASIS GIN INC,OASIS GIN,GAINES,7,724,COTTON GINNING,2020,2.62,3.12,0,33.39,2.89,0.02,0.17
GA0039D,RN103888012,OASIS GIN INC,OASIS GIN - NORTH,GAINES,7,724,COTTON GINNING,2020,0.2,0.24,0,1.85,0.14,0,0.01
GA0055F,RN102775871,TEN HI GIN INC,COTTON GIN,GAINES,7,724,COTTON GINNING,2020,1,1.19,0,11.48,0.83,0.01,0.07
GA0085T,RN103758470,OXY USA INC,SEMINOLE GAS PROCESSING PLANT,GAINES,7,1321,NATURAL GAS LIQUIDS,2020,1756.31,737.74,0,39.63,28.51,335.91,29.61
GA0092W,RN100223502,ONEOK TEXAS GAS STORAGE LLC,LOOP COMPLEX,GAINES,7,4922,NATURAL GAS TRANSMISSION,2020,63.099,45.672,0,1.4111,1.4111,0.0528,7.4198
GA0097M,RN100217546,DCP OPERATING COMPANY LP,RILEY BOOSTER,GAINES,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,28.7924,124.8075,0,0.4594,0.4594,0.0836,15.1627
GA0156V,RN100212778,PHILLIPS 66 PIPELINE LLC,GAINES STATION,GAINES,7,4612,CRUDE PETROLEUM PIPE LINES,2020,22.0417,33.5177,0,0.0031,0.0031,0.0232,11.849
GA0174T,RN100217587,NORTHERN NATURAL GAS CO,SEMINOLE STATION,GAINES,7,4922,NATURAL GAS TRANSMISSION,2020,0.0265,0.051,0,0.0055,0.0055,0.0004,4.0134
GA0298A,RN102554243,XTO ENERGY INC,RUSSELL COMPRESSOR STATION,GAINES,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,2.9,1.57,0,0.17,0.15,27.95,19.1
GAA005E,RN109764092,XTO ENERGY INC,ROBERTSON CLEARFORK UNIT CTB,GAINES,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,4.146,2.944,0,0.162,0.162,92.996,16.073
GB0001R,RN102536307,INEOS US CHEMICALS COMPANY,TEXAS CITY CHEMICAL PLANT,GALVESTON,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,82.359,57.0417,0,9.1958,9.0847,0.3631,79.6361
GB0004L,RN102535077,BLANCHARD REFINING COMPANY LLC,GALVESTON BAY REFINERY,GALVESTON,12,2911,PETROLEUM REFINING,2020,1246.5855,1454.9306,0.0071,371.3586,335.4301,745.6006,1546.0117
GB0005J,RN100218767,BWC TEXAS CITY TERMINAL INC,TEXAS CITY TERMINAL 1,GALVESTON,12,4226,SPECIAL WAREHOUSING AND STORAGE,2020,8.503,3.4243,0,0.6914,0.6914,1.2905,60.201
GB0006H,RN102560182,ENTERPRISE CRUDE PIPELINE LLC,SEAWAY TEXAS CITY STATION,GALVESTON,12,4612,CRUDE PETROLEUM PIPE LINES,2020,0.4529,0.5045,0,0.0369,0.0369,0.0328,21.7849
GB0025D,RN102911955,GULF SULPHUR SERVICES LTD LLLP,GALVESTON SULPHUR TERMINAL,GALVESTON,12,5052,COAL & OTHER MINERALS & ORES,2020,10.3318,3.9494,0,9.2268,0.9348,2.9575,0.7355
GB0028U,RN100825272,ISP TECHNOLOGIES INC,ISP TEXAS CITY,GALVESTON,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,28.6152,10.7559,0,11.4424,11.1502,0.2233,39.5899
GB0032G,RN100212463,GULF COAST AUTHORITY,40 ACRE FACILITY,GALVESTON,12,4952,SEWERAGE SYSTEMS,2020,0,0,0,0,0,0,12.4903
GB0037T,RN101062826,PHR HOLDINGS LLC,PH ROBINSON STATION ELECTRIC GENERATING STATION,GALVESTON,12,4911,ELECTRIC SERVICES,2020,38.5387,91.929,0,5.1693,3.7176,0.4686,1.6828
GB0054T,RN100221282,CALUMET DICKINSON REFINING LLC,DICKINSON FACILITY,GALVESTON,12,2999,"PETROLEUM AND COAL PRODUCTS, NEC",2020,2.7516,3.512,0,13.369,13.369,0.0265,22.5937
GB0055R,RN100210608,MARATHON PETROLEUM COMPANY LP,TEXAS CITY REFINERY,GALVESTON,12,2911,PETROLEUM REFINING,2020,186.8529,98.7874,0.0014,50.3549,44.0357,29.7997,126.8806
GB0060B,RN100212620,EASTMAN CHEMICAL TEXAS CITY INC,TEXAS CITY OPERATONS,GALVESTON,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,19.4968,16.5406,0,13.4692,3.1695,0.1638,14.8754
GB0065O,RN100872977,DALLAS GROUP OF AMERICA INC,DALLAS GROUP OF AMERICA,GALVESTON,12,2819,INDUSTRIAL INORGANIC CHEMICALS,2020,9.1839,10.9332,0,2.1536,1.7352,0.0656,1.1909
GB0073P,RN100238385,VALERO REFINING-TEXAS LP,TEXAS CITY REFINERY,GALVESTON,12,2911,PETROLEUM REFINING,2020,172.0787,433.2986,0.0464,217.4723,170.1092,93.8592,587.5398
GB0076J,RN100219351,UNION CARBIDE CORPORATION,UCC TEXAS CITY PLANT,GALVESTON,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,209.4809,76.8603,0.0005,32.9794,32.9794,1.2912,120.6159
GB0077H,RN100217231,OILTANKING TEXAS CITY LP,MARINE TERMINAL OPERATION,GALVESTON,12,4226,SPECIAL WAREHOUSING AND STORAGE,2020,42.5113,4.9655,0,0.0006,0.0006,0.0448,72.0167
GB0081Q,RN101921138,UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,UTMB GALVESTON,GALVESTON,12,8221,"COLLEGES AND UNIVERSITIES, NEC",2020,16.99,15.655,0,4.018,3.978,2.5711,2.3144
GB0119Q,RN100224120,PELICAN ISLAND STORAGE TERMINAL LLC,PELICAN ISLAND STORAGE TERMINAL,GALVESTON,12,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0.4089,1.4209,0,0.2546,0.2546,0.0201,14.7773
GB0131D,RN102501160,TEXAS INTERNATIONAL TERMINALS LTD,GALVESTON BULK TERMINAL,GALVESTON,12,4491,MARINE CARGO HANDLING,2020,5.4201,6.1056,0,7.2395,6.5882,0.3293,22.43
GB0153Q,RN100224245,TEXAS CITY COGENERATION LLC,TEXAS CITY COGENERATION,GALVESTON,12,4911,ELECTRIC SERVICES,2020,145.8415,422.7663,0,61.176,55.6088,5.6046,22.081
GB0270L,RN100221597,GALVESTON COUNTY LANDFILL TX LP,GALVESTON COUNTY LANDFILL,GALVESTON,12,4953,REFUSE SYSTEMS,2020,55.68,11.33,0,15.4202,9.0301,59.25,9.918
GB0325L,RN100220599,LINDE INC,TEXAS CITY,GALVESTON,12,2813,INDUSTRIAL GASES,2020,230.56,17.4685,0,2.04,2.04,0.0245,2.8593
GB0332O,RN102557774,EMERALD GATHERING & TRANSPORTATION LLC,GALVESTON ISLAND,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,1.3614,0.6078,0,0.1028,0.1028,0,12.5152
GB0381B,RN102706827,KINDER MORGAN TEJAS PIPELINE LLC,TEXAS CITY EXTRACTION PLANT,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0.7171,4.5254,0,0.2887,0.2887,0.0173,11.7684
GB0382W,RN100221126,WEST GULF MARINE LTD,GALVESTON FACILITY,GALVESTON,12,3731,SHIP BUILDING AND REPAIRING,2020,0,0,0,0.0007,0.0001,0,14.4
GB0521J,RN100542448,WASTE MANAGEMENT OF TEXAS INC,COASTAL PLAINS RECYCLING & DISPOSAL FACILITY,GALVESTON,12,4953,REFUSE SYSTEMS,2020,75.024,13.81,0,15.081,10.081,26.501,14.9448
GB0568G,RN102496130,TX LFG ENERGY LP,COASTAL PLAINS FACILITY,GALVESTON,12,4911,ELECTRIC SERVICES,2020,0,0,0,0,0,0,0
GB0792W,RN101975316,SAWTOOTH OPERATING COMPANY INC,MACO STEWART FACILITY,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,3.9927,1.3461,0,0.269,0.269,0.0098,3.8385
GBA003C,RN104154497,HHE ENERGY CO,FRANKS SUPER BATTERY,GALVESTON,12,1311,CRUDE PETROLEUM & NATURAL GAS,2020,5.8682,1.6517,0,0.1245,0.1245,0.008,16.2824
GBA004D,RN103934493,SOUTH HOUSTON GREEN POWER LLC,SOUTH HOUSTON GREEN POWER SITE,GALVESTON,12,4931,ELECTRIC AND OTHER SERVICES COMBINED,2020,76.8423,265.5007,0,163.0023,158.2932,105.9966,14.7009
GBA005E,RN104095435,LINDE INC,TEXAS CITY HYDROGEN COMPLEX,GALVESTON,12,2813,INDUSTRIAL GASES,2020,34.3569,24.9513,0,11.3379,10.2179,0.1058,13.5628
GBA007G,RN104579487,INEOS STYROLUTION AMERICA LLC,INEOS STYROLUTION TEXAS CITY PLANT,GALVESTON,12,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2020,2.8458,67.9826,0,9.8163,9.8163,0.8016,29.3302
GBA008H,RN104248141,VALERO REFINING-TEXAS LP,TEXAS CITY TANK FARM,GALVESTON,12,5171,PETROLEUM BULK STATIONS & TERMINALS,2020,0,0,0,0,0,0,19.4051
GBA021U,RN105404909,SWS HOLDINGS BRADY ISLAND LP,PELICAN ISLAND YARD,GALVESTON,12,3731,SHIP BUILDING AND REPAIRING,2020,0,0,0,0.1967,0.1967,0,7.5709
GBA023W,RN109730184,OILTANKING GALVESTON COUNTY LLC,OILTANKING GALVESTON COUNTY,GALVESTON,12,4226,SPECIAL WAREHOUSING AND STORAGE,2020,2.7766,0.539,0,0.0001,0,0.0047,20.5124
GBA026Z,RN110460664,GENESIS TEXAS CITY TERMINAL LLC,GENESIS TEXAS CITY TERMINAL,GALVESTON,12,4612,CRUDE PETROLEUM PIPE LINES,2020,0,0,0,0,0,0,13.0107
GE0085V,RN101931152,ENTERPRISE PRODUCTS OPERATING LLC,GARDEN CITY COMPRESSOR STATION,GLASSCOCK,7,4922,NATURAL GAS TRANSMISSION,2020,10.8339,74.3995,0,2.1673,2.1673,1.1165,6.2701
GEA002B,RN106161045,CORONADO MIDSTREAM LLC,DEADWOOD CRYO PLANT,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,2020,39.048,43.7576,0,3.2447,3.2447,28.3335,18.3624
GEA003C,RN106120413,DCP OPERATING COMPANY LP,RAWHIDE GAS PLANT,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,2020,123.3392,52.415,0,7.4031,7.4031,64.3774,30.2568
GEA004D,RN106934664,ETC TEXAS PIPELINE LTD,REBEL GAS PLANT,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,2020,122.149,159.3023,0,12.4635,12.4635,54.6662,82.2947
GEA005E,RN107090763,CORONADO MIDSTREAM LLC,BEARKAT CRYOGENIC PLANT,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,2020,33.6982,46.1033,0,2.4044,2.4044,1.863,23.9951
GEA006F,RN106494842,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,COLE RANCH COMPRESSOR STATION,GLASSCOCK,7,4922,NATURAL GAS TRANSMISSION,2020,18.9973,49.0228,0,4.03,4.03,0.2369,20.1814
GEA007G,RN101427961,GLASSCOCK COUNTY GIN,GLASSCOCK COUNTY COOP,GLASSCOCK,7,724,COTTON GINNING,2020,0.16,1.17,0,11.69,0.78,0.02,0.04
GEA008H,RN110371002,NAVITAS MIDSTREAM MIDLAND BASIN LLC,TAYLOR GAS PLANT,GLASSCOCK,7,1321,NATURAL GAS LIQUIDS,2020,93.2131,107.9442,0,10.5995,10.5995,18.1009,94.9075
GEA009I,RN109648279,XTO ENERGY INC,BERRY CENTRAL TANK BATTERY,GLASSCOCK,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,15,27.71,0,3.08,3.08,0.23,56.154
GEA010J,RN110654027,NAVITAS MIDSTREAM MIDLAND BASIN LLC,TRIDENT GAS PLANT,GLASSCOCK,7,1311,CRUDE PETROLEUM & NATURAL GAS,2020,63.3904,63.1104,0,6.8417,6.8417,12.4929,67.7101
GF0002R,RN100226919,COLETO CREEK POWER LLC,COLETO CREEK POWER STATION,GOLIAD,14,4911,ELECTRIC SERVICES,2020,2038.3931,1966.7002,0.0417,266.8038,140.9607,7943.3,31.7829
GFA006F,RN106141773,DCP OPERATING COMPANY LP,GOLIAD GAS PLANT,GOLIAD,14,1321,NATURAL GAS LIQUIDS,2020,57.9412,117.462,0,10.7368,10.7368,11.4007,61.5058
GH0001U,RN102527397,ETC TEXAS PIPELINE LTD,KINGSMILL COMPLEX,GRAY,1,1321,NATURAL GAS LIQUIDS,2020,15.5041,90.5537,0,2.6746,2.6746,0.1618,38.3203
GH0003Q,RN100221761,CABOT CORPORATION,PAMPA PLANT,GRAY,1,2895,CARBON BLACK,2020,1539.4714,247.4807,0,35.1633,33.0997,762.7298,53.2088
GH0039S,RN100212174,TRANSWESTERN PIPELINE  COMPANY,P3 COMPRESSOR STATION,GRAY,1,4922,NATURAL GAS TRANSMISSION,2020,9.4921,39.9915,0,0.776,0.776,0.4156,0.7962
GH0046V,RN100211275,ETC TEXAS PIPELINE LTD,LEFORS RED RIVER COMPRESSOR STATION,GRAY,1,1311,CRUDE PETROLEUM & NATURAL GAS,2020,0,0,0,0,0,0,0
GH0047T,RN100210582,CABOT CORPORATION,PAMPA DEVELOPMENT & MANUFACTURING CENTER,GRAY,1,2895,CARBON BLACK,2020,124.3379,9.0946,0,5.9769,4.4536,18.112,6.1666
GH0055U,RN100211416,CITY OF PAMPA,CITY OF PAMPA MUNICIPAL SOLID WASTE LANDFILL,GRAY,1,4953,REFUSE SYSTEMS,2020,0,0,0,2.92,0.49,0,2.59
GH0070B,RN100225481,NATURAL GAS PIPELINE CO OF AMERICA LLC,BOOSTER STATION 154,GRAY,1,4922,NATURAL GAS TRANSMISSION,2020,7.283,27.357,0,0.512,0.512,0.031,0.221
GH0099A,RN102004314,W & W FIBERGLASS TANK COMPANY,W & W FIBERGLASS TANK,GRAY,1,3087,CUSTOM COMPOUND PURCHASED RESIN,2020,0,0,0,0.0359,0.0359,0,0.8239
GHA003C,RN110374220,LONESTAR GIN LP,LONE STAR GIN,GRAY,1,724,COTTON GINNING,2020,4.04,4.81,0,26.45,2.59,0.03,0.26
